연도,대상사고 구분명,법정동코드,행정구,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목
2016,전체,1101,종로구,1299,0.59,9,0.21,0.69,1748,0.53,802.24,206.46,0,31,143,247,678,37,106,393,860,46,0
2016,어린이사고,1101,종로구,22,0.2,0,0,0,25,0.18,,,,,,,,,,,,,
2016,노인사고,1101,종로구,173,0.48,5,0.29,2.89,177,0.46,,,,,,,,,,,,,
2016,보행자사고,1101,종로구,394,0.8,7,0.41,1.78,397,0.8,,,,,,,,,,,,,
2016,자전거사고,1101,종로구,22,0.37,0,0,0,23,0.37,,,,,,,,,,,,,
2016,야간사고,1101,종로구,588,0.62,7,0.32,1.19,834,0.58,,,,,,,,,,,,,
2016,어린이보행사고,1101,종로구,8,0.19,0,0,0,8,0.18,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1101,종로구,4,0.83,0,0,0,4,0.78,,,,,,,,,,,,,
2016,고령운전사고,1101,종로구,163,0.67,2,0.26,1.23,214,0.6,,,,,,,,,,,,,
2016,고령보행사고,1101,종로구,76,0.67,5,0.58,6.58,71,0.66,,,,,,,,,,,,,
2016,뺑소니사고,1101,종로구,30,0.36,0,0,0,41,0.33,,,,,,,,,,,,,
2016,무면허사고,1101,종로구,12,0.3,0,0,0,19,0.33,,,,,,,,,,,,,
2017,전체,1101,종로구,1190,0.55,13,0.31,1.09,1689,0.52,724.47,185.31,1,35,146,226,598,43,90,333,810,47,0
2017,어린이사고,1101,종로구,34,0.31,0,0,0,40,0.3,,,,,,,,,,,,,
2017,노인사고,1101,종로구,192,0.51,7,0.4,3.65,200,0.49,,,,,,,,,,,,,
2017,보행자사고,1101,종로구,334,0.7,8,0.48,2.4,339,0.71,,,,,,,,,,,,,
2017,자전거사고,1101,종로구,29,0.51,0,0,0,29,0.49,,,,,,,,,,,,,
2017,야간사고,1101,종로구,514,0.57,9,0.43,1.75,767,0.56,,,,,,,,,,,,,
2017,어린이보행사고,1101,종로구,13,0.32,0,0,0,13,0.32,,,,,,,,,,,,,
2017,스쿨존내어린이사고,1101,종로구,3,0.63,0,0,0,3,0.62,,,,,,,,,,,,,
2017,고령운전사고,1101,종로구,180,0.67,4,0.47,2.22,276,0.71,,,,,,,,,,,,,
2017,고령보행사고,1101,종로구,78,0.65,5,0.55,6.41,74,0.66,,,,,,,,,,,,,
2017,PM사고,1101,종로구,2,1.71,0,0,0,2,1.61,,,,,,,,,,,,,
2017,뺑소니사고,1101,종로구,23,0.29,0,0,0,38,0.33,,,,,,,,,,,,,
2017,무면허사고,1101,종로구,14,0.27,0,0,0,24,0.32,,,,,,,,,,,,,
2018,전체,1101,종로구,1134,0.52,6,0.16,0.53,1546,0.48,695.59,177.51,1,24,133,216,585,34,95,336,757,41,0
2018,어린이사고,1101,종로구,28,0.28,0,0,0,33,0.26,,,,,,,,,,,,,
2018,노인사고,1101,종로구,191,0.49,1,0.06,0.52,208,0.5,,,,,,,,,,,,,
2018,보행자사고,1101,종로구,340,0.74,4,0.27,1.18,341,0.73,,,,,,,,,,,,,
2018,자전거사고,1101,종로구,21,0.44,0,0,0,22,0.44,,,,,,,,,,,,,
2018,야간사고,1101,종로구,534,0.59,3,0.16,0.56,742,0.55,,,,,,,,,,,,,
2018,어린이보행사고,1101,종로구,8,0.22,0,0,0,8,0.22,,,,,,,,,,,,,
2018,스쿨존내어린이사고,1101,종로구,6,1.38,0,0,0,6,1.27,,,,,,,,,,,,,
2018,고령운전사고,1101,종로구,205,0.68,0,0,0,295,0.68,,,,,,,,,,,,,
2018,고령보행사고,1101,종로구,80,0.68,1,0.12,1.25,79,0.71,,,,,,,,,,,,,
2018,PM사고,1101,종로구,3,1.33,0,0,0,3,1.26,,,,,,,,,,,,,
2018,뺑소니사고,1101,종로구,17,0.22,0,0,0,28,0.25,,,,,,,,,,,,,
2018,무면허사고,1101,종로구,7,0.13,0,0,0,7,0.09,,,,,,,,,,,,,
2019,전체,1101,종로구,1133,0.49,6,0.18,0.53,1559,0.46,734.68,178.93,0,24,155,188,613,45,68,305,781,47,0
2019,어린이사고,1101,종로구,20,0.18,0,0,0,25,0.18,,,,,,,,,,,,,
2019,노인사고,1101,종로구,184,0.45,2,0.13,1.09,201,0.45,,,,,,,,,,,,,
2019,보행자사고,1101,종로구,308,0.66,3,0.23,0.97,319,0.68,,,,,,,,,,,,,
2019,자전거사고,1101,종로구,19,0.34,1,1.27,5.26,18,0.3,,,,,,,,,,,,,
2019,야간사고,1101,종로구,480,0.53,5,0.31,1.04,672,0.5,,,,,,,,,,,,,
2019,어린이보행사고,1101,종로구,7,0.18,0,0,0,7,0.18,,,,,,,,,,,,,
2019,고령운전사고,1101,종로구,190,0.57,0,0,0,276,0.57,,,,,,,,,,,,,
2019,고령보행사고,1101,종로구,59,0.48,2,0.27,3.39,58,0.5,,,,,,,,,,,,,
2019,PM사고,1101,종로구,1,0.22,0,0,0,1,0.21,,,,,,,,,,,,,
2019,뺑소니사고,1101,종로구,20,0.28,1,1.11,5,27,0.26,,,,,,,,,,,,,
2019,무면허사고,1101,종로구,15,0.29,0,0,0,22,0.3,,,,,,,,,,,,,
2020,전체,1101,종로구,903,0.43,5,0.16,0.55,1224,0.4,567.94,142.25,0,31,108,166,463,30,70,223,648,32,0
2020,어린이사고,1101,종로구,16,0.19,0,0,0,19,0.18,,,,,,,,,,,,,
2020,노인사고,1101,종로구,147,0.42,2,0.15,1.36,153,0.4,,,,,,,,,,,,,
2020,보행자사고,1101,종로구,226,0.62,2,0.18,0.88,234,0.63,,,,,,,,,,,,,
2020,자전거사고,1101,종로구,43,0.33,1,0.51,2.33,46,0.34,,,,,,,,,,,,,
2020,야간사고,1101,종로구,377,0.45,1,0.07,0.27,520,0.43,,,,,,,,,,,,,
2020,어린이보행사고,1101,종로구,2,0.1,0,0,0,3,0.14,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1101,종로구,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2020,고령운전사고,1101,종로구,145,0.47,0,0,0,202,0.46,,,,,,,,,,,,,
2020,고령보행사고,1101,종로구,57,0.59,2,0.32,3.51,56,0.61,,,,,,,,,,,,,
2020,PM사고,1101,종로구,7,0.78,0,0,0,8,0.81,,,,,,,,,,,,,
2020,뺑소니사고,1101,종로구,31,0.42,0,0,0,44,0.42,,,,,,,,,,,,,
2020,무면허사고,1101,종로구,8,0.15,0,0,0,10,0.13,,,,,,,,,,,,,
2016,전체,1102,중구,1288,0.58,17,0.4,1.32,1716,0.52,958.27,193.75,1,37,160,297,611,41,92,345,906,37,0
2016,어린이사고,1102,중구,25,0.22,0,0,0,31,0.22,,,,,,,,,,,,,
2016,노인사고,1102,중구,139,0.39,6,0.35,4.32,143,0.37,,,,,,,,,,,,,
2016,보행자사고,1102,중구,350,0.71,12,0.7,3.43,357,0.72,,,,,,,,,,,,,
2016,자전거사고,1102,중구,6,0.1,0,0,0,6,0.1,,,,,,,,,,,,,
2016,야간사고,1102,중구,565,0.59,11,0.51,1.95,787,0.55,,,,,,,,,,,,,
2016,어린이보행사고,1102,중구,6,0.14,0,0,0,7,0.16,,,,,,,,,,,,,
2016,고령운전사고,1102,중구,186,0.76,2,0.26,1.08,250,0.7,,,,,,,,,,,,,
2016,고령보행사고,1102,중구,67,0.59,6,0.69,8.96,63,0.59,,,,,,,,,,,,,
2016,뺑소니사고,1102,중구,6,0.07,0,0,0,11,0.09,,,,,,,,,,,,,
2016,무면허사고,1102,중구,9,0.23,0,0,0,20,0.35,,,,,,,,,,,,,
2017,전체,1102,중구,1252,0.58,4,0.1,0.32,1684,0.52,930.21,188.7,0,40,132,301,623,34,84,316,896,40,0
2017,어린이사고,1102,중구,25,0.23,0,0,0,29,0.22,,,,,,,,,,,,,
2017,노인사고,1102,중구,156,0.42,1,0.06,0.64,168,0.41,,,,,,,,,,,,,
2017,보행자사고,1102,중구,318,0.67,1,0.06,0.31,325,0.68,,,,,,,,,,,,,
2017,자전거사고,1102,중구,12,0.21,0,0,0,12,0.2,,,,,,,,,,,,,
2017,야간사고,1102,중구,542,0.6,3,0.14,0.55,742,0.55,,,,,,,,,,,,,
2017,어린이보행사고,1102,중구,9,0.22,0,0,0,9,0.22,,,,,,,,,,,,,
2017,스쿨존내어린이사고,1102,중구,1,0.21,0,0,0,1,0.21,,,,,,,,,,,,,
2017,고령운전사고,1102,중구,170,0.64,1,0.12,0.59,238,0.62,,,,,,,,,,,,,
2017,고령보행사고,1102,중구,74,0.62,0,0,0,76,0.68,,,,,,,,,,,,,
2017,뺑소니사고,1102,중구,14,0.18,0,0,0,15,0.13,,,,,,,,,,,,,
2017,무면허사고,1102,중구,10,0.19,0,0,0,14,0.19,,,,,,,,,,,,,
2018,전체,1102,중구,1128,0.52,9,0.24,0.8,1506,0.47,831.66,169.84,5,31,140,228,591,22,64,291,796,41,0
2018,어린이사고,1102,중구,23,0.23,0,0,0,25,0.2,,,,,,,,,,,,,
2018,노인사고,1102,중구,164,0.42,3,0.18,1.83,166,0.4,,,,,,,,,,,,,
2018,보행자사고,1102,중구,292,0.64,4,0.27,1.37,297,0.64,,,,,,,,,,,,,
2018,자전거사고,1102,중구,14,0.29,1,1.1,7.14,13,0.26,,,,,,,,,,,,,
2018,야간사고,1102,중구,481,0.53,7,0.38,1.46,629,0.47,,,,,,,,,,,,,
2018,어린이보행사고,1102,중구,4,0.11,0,0,0,4,0.11,,,,,,,,,,,,,
2018,고령운전사고,1102,중구,208,0.69,3,0.36,1.44,276,0.63,,,,,,,,,,,,,
2018,고령보행사고,1102,중구,66,0.56,2,0.24,3.03,64,0.58,,,,,,,,,,,,,
2018,뺑소니사고,1102,중구,13,0.17,0,0,0,17,0.15,,,,,,,,,,,,,
2018,무면허사고,1102,중구,12,0.23,0,0,0,15,0.2,,,,,,,,,,,,,
2019,전체,1102,중구,1184,0.52,5,0.15,0.42,1615,0.47,910.03,179.15,4,28,174,279,576,29,53,284,862,38,0
2019,어린이사고,1102,중구,24,0.22,0,0,0,30,0.21,,,,,,,,,,,,,
2019,노인사고,1102,중구,151,0.37,3,0.2,1.99,153,0.34,,,,,,,,,,,,,
2019,보행자사고,1102,중구,288,0.62,4,0.31,1.39,293,0.62,,,,,,,,,,,,,
2019,자전거사고,1102,중구,23,0.41,0,0,0,25,0.42,,,,,,,,,,,,,
2019,야간사고,1102,중구,465,0.51,1,0.06,0.22,682,0.51,,,,,,,,,,,,,
2019,어린이보행사고,1102,중구,6,0.16,0,0,0,6,0.15,,,,,,,,,,,,,
2019,고령운전사고,1102,중구,213,0.64,1,0.13,0.47,284,0.59,,,,,,,,,,,,,
2019,고령보행사고,1102,중구,49,0.4,2,0.27,4.08,48,0.41,,,,,,,,,,,,,
2019,PM사고,1102,중구,2,0.45,0,0,0,2,0.42,,,,,,,,,,,,,
2019,뺑소니사고,1102,중구,16,0.22,0,0,0,25,0.24,,,,,,,,,,,,,
2019,무면허사고,1102,중구,16,0.31,0,0,0,23,0.31,,,,,,,,,,,,,
2020,전체,1102,중구,955,0.46,6,0.19,0.63,1248,0.41,709.33,145.68,3,30,118,197,480,24,58,239,678,38,0
2020,어린이사고,1102,중구,14,0.17,0,0,0,15,0.14,,,,,,,,,,,,,
2020,노인사고,1102,중구,161,0.46,2,0.15,1.24,163,0.43,,,,,,,,,,,,,
2020,보행자사고,1102,중구,246,0.67,1,0.09,0.41,254,0.69,,,,,,,,,,,,,
2020,자전거사고,1102,중구,37,0.29,0,0,0,38,0.28,,,,,,,,,,,,,
2020,야간사고,1102,중구,411,0.49,4,0.27,0.97,548,0.45,,,,,,,,,,,,,
2020,어린이보행사고,1102,중구,7,0.34,0,0,0,7,0.33,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1102,중구,2,0.41,0,0,0,2,0.39,,,,,,,,,,,,,
2020,고령운전사고,1102,중구,175,0.56,0,0,0,224,0.51,,,,,,,,,,,,,
2020,고령보행사고,1102,중구,67,0.69,1,0.16,1.49,66,0.71,,,,,,,,,,,,,
2020,PM사고,1102,중구,8,0.89,0,0,0,9,0.91,,,,,,,,,,,,,
2020,뺑소니사고,1102,중구,14,0.19,0,0,0,17,0.16,,,,,,,,,,,,,
2020,무면허사고,1102,중구,15,0.28,0,0,0,18,0.24,,,,,,,,,,,,,
2016,전체,1103,용산구,1428,0.65,12,0.28,0.84,2069,0.62,582.61,155.08,6,55,138,318,733,27,109,302,1079,47,0
2016,어린이사고,1103,용산구,38,0.34,0,0,0,45,0.32,,,,,,,,,,,,,
2016,노인사고,1103,용산구,167,0.47,4,0.23,2.4,171,0.45,,,,,,,,,,,,,
2016,보행자사고,1103,용산구,304,0.62,8,0.47,2.63,310,0.62,,,,,,,,,,,,,
2016,자전거사고,1103,용산구,48,0.81,0,0,0,55,0.87,,,,,,,,,,,,,
2016,야간사고,1103,용산구,697,0.73,7,0.32,1,1060,0.74,,,,,,,,,,,,,
2016,어린이보행사고,1103,용산구,11,0.26,0,0,0,11,0.25,,,,,,,,,,,,,
2016,스쿨존내어린이사고,1103,용산구,1,0.21,0,0,0,1,0.2,,,,,,,,,,,,,
2016,고령운전사고,1103,용산구,165,0.68,0,0,0,235,0.66,,,,,,,,,,,,,
2016,고령보행사고,1103,용산구,57,0.5,4,0.46,7.02,53,0.5,,,,,,,,,,,,,
2016,뺑소니사고,1103,용산구,34,0.41,0,0,0,62,0.51,,,,,,,,,,,,,
2016,무면허사고,1103,용산구,14,0.35,0,0,0,20,0.35,,,,,,,,,,,,,
2017,전체,1103,용산구,1337,0.62,12,0.29,0.9,1949,0.6,546.96,142.87,7,47,108,257,718,26,128,286,994,57,0
2017,어린이사고,1103,용산구,35,0.32,0,0,0,48,0.36,,,,,,,,,,,,,
2017,노인사고,1103,용산구,163,0.43,2,0.11,1.23,170,0.42,,,,,,,,,,,,,
2017,보행자사고,1103,용산구,292,0.62,8,0.48,2.74,300,0.63,,,,,,,,,,,,,
2017,자전거사고,1103,용산구,41,0.72,0,0,0,47,0.79,,,,,,,,,,,,,
2017,야간사고,1103,용산구,634,0.7,10,0.47,1.58,973,0.72,,,,,,,,,,,,,
2017,어린이보행사고,1103,용산구,13,0.32,0,0,0,15,0.37,,,,,,,,,,,,,
2017,고령운전사고,1103,용산구,194,0.73,0,0,0,285,0.74,,,,,,,,,,,,,
2017,고령보행사고,1103,용산구,62,0.52,2,0.22,3.23,60,0.53,,,,,,,,,,,,,
2017,뺑소니사고,1103,용산구,22,0.28,0,0,0,31,0.27,,,,,,,,,,,,,
2017,무면허사고,1103,용산구,22,0.43,0,0,0,33,0.44,,,,,,,,,,,,,
2018,전체,1103,용산구,1330,0.61,14,0.37,1.05,1852,0.57,542.66,142.2,4,51,111,249,728,22,113,295,990,45,0
2018,어린이사고,1103,용산구,34,0.34,0,0,0,39,0.31,,,,,,,,,,,,,
2018,노인사고,1103,용산구,170,0.44,7,0.42,4.12,177,0.42,,,,,,,,,,,,,
2018,보행자사고,1103,용산구,300,0.65,8,0.54,2.67,305,0.66,,,,,,,,,,,,,
2018,자전거사고,1103,용산구,26,0.54,0,0,0,34,0.67,,,,,,,,,,,,,
2018,야간사고,1103,용산구,634,0.7,8,0.43,1.26,895,0.67,,,,,,,,,,,,,
2018,어린이보행사고,1103,용산구,12,0.34,0,0,0,12,0.32,,,,,,,,,,,,,
2018,고령운전사고,1103,용산구,231,0.77,1,0.12,0.43,297,0.68,,,,,,,,,,,,,
2018,고령보행사고,1103,용산구,65,0.55,7,0.83,10.77,59,0.53,,,,,,,,,,,,,
2018,PM사고,1103,용산구,2,0.89,0,0,0,2,0.84,,,,,,,,,,,,,
2018,뺑소니사고,1103,용산구,41,0.54,1,0.93,2.44,57,0.51,,,,,,,,,,,,,
2018,무면허사고,1103,용산구,18,0.35,0,0,0,26,0.34,,,,,,,,,,,,,
2019,전체,1103,용산구,1187,0.52,10,0.3,0.84,1614,0.47,509.1,128.09,6,45,116,216,674,25,64,259,896,32,0
2019,어린이사고,1103,용산구,27,0.24,0,0,0,33,0.23,,,,,,,,,,,,,
2019,노인사고,1103,용산구,144,0.35,2,0.13,1.39,151,0.34,,,,,,,,,,,,,
2019,보행자사고,1103,용산구,264,0.57,6,0.46,2.27,272,0.58,,,,,,,,,,,,,
2019,자전거사고,1103,용산구,22,0.39,0,0,0,23,0.38,,,,,,,,,,,,,
2019,야간사고,1103,용산구,580,0.64,6,0.38,1.03,810,0.6,,,,,,,,,,,,,
2019,어린이보행사고,1103,용산구,11,0.29,0,0,0,11,0.28,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1103,용산구,2,0.35,0,0,0,2,0.34,,,,,,,,,,,,,
2019,고령운전사고,1103,용산구,184,0.55,6,0.78,3.26,249,0.52,,,,,,,,,,,,,
2019,고령보행사고,1103,용산구,41,0.33,1,0.13,2.44,41,0.35,,,,,,,,,,,,,
2019,PM사고,1103,용산구,1,0.22,0,0,0,1,0.21,,,,,,,,,,,,,
2019,뺑소니사고,1103,용산구,33,0.46,0,0,0,64,0.62,,,,,,,,,,,,,
2019,무면허사고,1103,용산구,24,0.46,0,0,0,39,0.52,,,,,,,,,,,,,
2020,전체,1103,용산구,890,0.42,12,0.39,1.35,1178,0.38,363.79,92.94,10,24,96,154,509,14,57,155,697,38,0
2020,어린이사고,1103,용산구,24,0.29,0,0,0,28,0.27,,,,,,,,,,,,,
2020,노인사고,1103,용산구,95,0.27,4,0.3,4.21,97,0.25,,,,,,,,,,,,,
2020,보행자사고,1103,용산구,159,0.43,6,0.55,3.77,158,0.43,,,,,,,,,,,,,
2020,자전거사고,1103,용산구,39,0.3,0,0,0,44,0.33,,,,,,,,,,,,,
2020,야간사고,1103,용산구,399,0.48,6,0.41,1.5,575,0.47,,,,,,,,,,,,,
2020,어린이보행사고,1103,용산구,8,0.38,0,0,0,8,0.37,,,,,,,,,,,,,
2020,스쿨존내어린이사고,1103,용산구,2,0.41,0,0,0,2,0.39,,,,,,,,,,,,,
2020,고령운전사고,1103,용산구,116,0.37,2,0.28,1.72,143,0.32,,,,,,,,,,,,,
2020,고령보행사고,1103,용산구,31,0.32,4,0.64,12.9,28,0.3,,,,,,,,,,,,,
2020,PM사고,1103,용산구,4,0.45,0,0,0,4,0.41,,,,,,,,,,,,,
2020,뺑소니사고,1103,용산구,25,0.34,0,0,0,33,0.32,,,,,,,,,,,,,
2020,무면허사고,1103,용산구,15,0.28,0,0,0,20,0.26,,,,,,,,,,,,,
2016,전체,1104,성동구,1099,0.5,15,0.35,1.36,1541,0.46,357.79,91.62,4,52,136,178,556,38,82,281,776,42,0
2016,어린이사고,1104,성동구,45,0.4,0,0,0,51,0.36,,,,,,,,,,,,,
2016,노인사고,1104,성동구,139,0.39,5,0.29,3.6,143,0.37,,,,,,,,,,,,,
2016,보행자사고,1104,성동구,285,0.58,9,0.53,3.16,283,0.57,,,,,,,,,,,,,
2016,자전거사고,1104,성동구,63,1.06,1,0.88,1.59,69,1.1,,,,,,,,,,,,,
2016,야간사고,1104,성동구,514,0.54,8,0.37,1.56,734,0.51,,,,,,,,,,,,,
2016,어린이보행사고,1104,성동구,20,0.47,0,0,0,20,0.45,,,,,,,,,,,,,
2016,고령운전사고,1104,성동구,129,0.53,1,0.13,0.78,195,0.55,,,,,,,,,,,,,
2016,고령보행사고,1104,성동구,68,0.6,5,0.58,7.35,63,0.59,,,,,,,,,,,,,
2016,뺑소니사고,1104,성동구,15,0.18,0,0,0,29,0.24,,,,,,,,,,,,,
2016,무면허사고,1104,성동구,12,0.3,0,0,0,19,0.33,,,,,,,,,,,,,
2017,전체,1104,성동구,1076,0.5,15,0.36,1.39,1501,0.46,344.09,86.91,2,44,142,157,571,39,81,242,788,46,0
2017,어린이사고,1104,성동구,28,0.26,0,0,0,50,0.37,,,,,,,,,,,,,
2017,노인사고,1104,성동구,161,0.43,4,0.23,2.48,168,0.41,,,,,,,,,,,,,
2017,보행자사고,1104,성동구,246,0.52,3,0.18,1.22,249,0.52,,,,,,,,,,,,,
2017,자전거사고,1104,성동구,63,1.11,2,1.59,3.17,64,1.08,,,,,,,,,,,,,
2017,야간사고,1104,성동구,494,0.54,7,0.33,1.42,740,0.54,,,,,,,,,,,,,
2017,어린이보행사고,1104,성동구,8,0.2,0,0,0,9,0.22,,,,,,,,,,,,,
2017,스쿨존내어린이사고,1104,성동구,1,0.21,0,0,0,1,0.21,,,,,,,,,,,,,
2017,고령운전사고,1104,성동구,136,0.51,5,0.59,3.68,208,0.54,,,,,,,,,,,,,
2017,고령보행사고,1104,성동구,54,0.45,1,0.11,1.85,54,0.48,,,,,,,,,,,,,
2017,PM사고,1104,성동구,1,0.85,0,0,0,1,0.81,,,,,,,,,,,,,
2017,뺑소니사고,1104,성동구,7,0.09,0,0,0,14,0.12,,,,,,,,,,,,,
2017,무면허사고,1104,성동구,14,0.27,2,1.26,14.29,19,0.25,,,,,,,,,,,,,
2018,전체,1104,성동구,1143,0.53,9,0.24,0.79,1561,0.48,361.18,90.2,4,29,121,197,636,27,86,271,819,53,0
2018,어린이사고,1104,성동구,28,0.28,0,0,0,31,0.25,,,,,,,,,,,,,
2018,노인사고,1104,성동구,158,0.41,3,0.18,1.9,161,0.38,,,,,,,,,,,,,
2018,보행자사고,1104,성동구,274,0.6,5,0.34,1.82,277,0.6,,,,,,,,,,,,,
2018,자전거사고,1104,성동구,47,0.99,1,1.1,2.13,51,1.01,,,,,,,,,,,,,
2018,야간사고,1104,성동구,528,0.59,5,0.27,0.95,771,0.58,,,,,,,,,,,,,
2018,어린이보행사고,1104,성동구,15,0.42,0,0,0,15,0.41,,,,,,,,,,,,,
2018,스쿨존내어린이사고,1104,성동구,2,0.46,0,0,0,2,0.42,,,,,,,,,,,,,
2018,고령운전사고,1104,성동구,154,0.51,1,0.12,0.65,223,0.51,,,,,,,,,,,,,
2018,고령보행사고,1104,성동구,50,0.42,2,0.24,4,48,0.43,,,,,,,,,,,,,
2018,PM사고,1104,성동구,3,1.33,0,0,0,3,1.26,,,,,,,,,,,,,
2018,뺑소니사고,1104,성동구,24,0.32,0,0,0,44,0.4,,,,,,,,,,,,,
2018,무면허사고,1104,성동구,12,0.23,0,0,0,14,0.18,,,,,,,,,,,,,
2019,전체,1104,성동구,1091,0.48,13,0.39,1.19,1439,0.42,358.09,86.29,2,24,153,167,589,50,74,225,831,35,0
2019,어린이사고,1104,성동구,45,0.41,0,0,0,62,0.44,,,,,,,,,,,,,
2019,노인사고,1104,성동구,162,0.4,8,0.53,4.94,160,0.36,,,,,,,,,,,,,
2019,보행자사고,1104,성동구,229,0.49,8,0.61,3.49,226,0.48,,,,,,,,,,,,,
